"Beach ID
(Def.)","Beach Name
(Def.)","Station
ID
(Def.)","Station Name
(Def.)","County
Name
(Def.)","Identifier
(Def.)","Start
Date
(Def.)","Start
Time
(Def.)","Zone
Code
(Def.)","Activity
Type
Code
(Def.)","Characteristic
Name
(Def.)","Result Value
Text
(Def.)","Result
Value
(Def.)","Result
Measure
Unit","Result Comment
(Def.)","Activity
Depth
Value
(Def.)","Activity
Depth
Unit
Code
(Def.)","Result
Analytical
Method
Identifier
Context
(Def.)","Result
Analytical
Method
Identifier
(Def.)","Result
Analytical
Method
Name
(Def.)","Sample Collection
Method Identifier
(Def.)","Sample Collection
Method Name
(Def.)","Field Gear
(Def.)","Analysis
Date
Time
(Def.)","Detection
Quantitation
Limit
(Def.)",Latitude,Longitude
WA878755,Sooes Beach,CLA004B,"SOOES BEACH, CLA004B",CLALLAM,71937,8-November-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,ASTM,D6503,Standard Test Method for Enterococci in Water Using Enterolert,Grab,Grab Sample,Water Bottle,11-08-2022,Method Detection Level~10~MPN/100mL,,
WA878755,Sooes Beach,CLA004C,"SOOES BEACH, CLA004C",CLALLAM,71936,8-November-22,-,-,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,ASTM,D6503,Standard Test Method for Enterococci in Water Using Enterolert,Grab,Grab Sample,Water Bottle,11-08-2022,Method Detection Level~10~MPN/100mL,,
WA878755,Sooes Beach,CLA004A,"SOOES BEACH, CLA004A",CLALLAM,71935,14-November-22,-,-,Sample-Routine,Enterococcus,-,9.6,MPN/100mL,-,-,-,ASTM,D6503,Standard Test Method for Enterococci in Water Using Enterolert,Grab,Grab Sample,Water Bottle,11-14-2022,Method Detection Level~9.6~MPN/100mL,,
WA878755,Sooes Beach,CLA004B,"SOOES BEACH, CLA004B",CLALLAM,71934,14-November-22,-,-,Sample-Routine,Enterococcus,-,8.6,MPN/100mL,-,-,-,ASTM,D6503,Standard Test Method for Enterococci in Water Using Enterolert,Grab,Grab Sample,Water Bottle,11-14-2022,Method Detection Level~8.6~MPN/100mL,,
WA878755,Sooes Beach,CLA004C,"SOOES BEACH, CLA004C",CLALLAM,71933,21-November-22,-,-,Sample-Routine,Enterococcus,-,9.6,MPN/100mL,-,-,-,ASTM,D6503,Standard Test Method for Enterococci in Water Using Enterolert,Grab,Grab Sample,Water Bottle,11-21-2022,Method Detection Level~9.6~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018B,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018B",GRAYS HARBOR,71697,29-Aug-22,-,-,Sample-Routine,Enterococcus,-,41,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-29-2022,Method Detection Level~41~MPN/100mL,46.9043,-124.1223
WA673259,"Westhaven State Park, Half Moon Bay",GRA018A,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018A",GRAYS HARBOR,71696,29-Aug-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-29-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018C,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018C",GRAYS HARBOR,71695,29-Aug-22,-,-,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-29-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018B,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018B",GRAYS HARBOR,71612,25-Aug-22,-,-,Sample-Routine,Enterococcus,-,31,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-25-2022,Method Detection Level~31~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018A,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018A",GRAYS HARBOR,71611,25-Aug-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-25-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018C,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018C",GRAYS HARBOR,71610,25-Aug-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-25-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018B,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018B",GRAYS HARBOR,71308,15-Aug-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-15-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018A,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018A",GRAYS HARBOR,71307,15-Aug-22,-,-,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-15-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018B,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018B",GRAYS HARBOR,71306,15-Aug-22,-,-,Quality Control Sample-Field Replicate,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-15-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018C,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018C",GRAYS HARBOR,71305,15-Aug-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-15-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018B,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018B",GRAYS HARBOR,71104,08-Aug-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-08-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018A,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018A",GRAYS HARBOR,71103,08-Aug-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-08-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018C,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018C",GRAYS HARBOR,71102,08-Aug-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-08-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018B,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018B",GRAYS HARBOR,70939,01-Aug-22,-,-,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-01-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018A,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018A",GRAYS HARBOR,70938,01-Aug-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-01-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018C,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018C",GRAYS HARBOR,70937,01-Aug-22,-,-,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-01-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018A,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018A",GRAYS HARBOR,70801,26-Jul-22,-,-,Quality Control Sample-Field Replicate,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-26-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018A,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018A",GRAYS HARBOR,70800,26-Jul-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-26-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018B,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018B",GRAYS HARBOR,70799,26-Jul-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-26-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018C,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018C",GRAYS HARBOR,70798,26-Jul-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-26-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018B,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018B",GRAYS HARBOR,70565,18-Jul-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-18-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018A,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018A",GRAYS HARBOR,70564,18-Jul-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-18-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018C,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018C",GRAYS HARBOR,70563,18-Jul-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-18-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018B,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018B",GRAYS HARBOR,70365,11-Jul-22,-,-,Sample-Routine,Enterococcus,-,20,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-11-2022,Method Detection Level~20~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018A,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018A",GRAYS HARBOR,70364,11-Jul-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-11-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018C,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018C",GRAYS HARBOR,70363,11-Jul-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-11-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018B,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018B",GRAYS HARBOR,70141,05-Jul-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-05-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018C,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018C",GRAYS HARBOR,70140,05-Jul-22,-,-,Quality Control Sample-Field Replicate,Enterococcus,-,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-05-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018A,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018A",GRAYS HARBOR,70139,05-Jul-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-05-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018C,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018C",GRAYS HARBOR,70138,05-Jul-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-05-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018B,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018B",GRAYS HARBOR,70005,27-Jun-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,06-27-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018A,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018A",GRAYS HARBOR,70004,27-Jun-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,06-27-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018C,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018C",GRAYS HARBOR,70003,27-Jun-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,06-27-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018B,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018B",GRAYS HARBOR,69731,21-Jun-22,-,-,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,06-21-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018A,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018A",GRAYS HARBOR,69730,21-Jun-22,-,-,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,06-21-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018C,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018C",GRAYS HARBOR,69729,21-Jun-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,06-21-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018A,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018A",GRAYS HARBOR,69584,13-Jun-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,06-13-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018B,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018B",GRAYS HARBOR,69583,13-Jun-22,-,-,Sample-Routine,Enterococcus,-,20,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,06-13-2022,Method Detection Level~20~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018B,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018B",GRAYS HARBOR,69582,13-Jun-22,-,-,Quality Control Sample-Field Replicate,Enterococcus,-,20,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,06-13-2022,Method Detection Level~20~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018C,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018C",GRAYS HARBOR,69581,13-Jun-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,06-13-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018B,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018B",GRAYS HARBOR,69423,06-Jun-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,06-06-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018A,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018A",GRAYS HARBOR,69422,06-Jun-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,06-06-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018C,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018C",GRAYS HARBOR,69421,06-Jun-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,06-06-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018B,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018B",GRAYS HARBOR,69267,31-May-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,05-31-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018A,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018A",GRAYS HARBOR,69266,31-May-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,05-31-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018C,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018C",GRAYS HARBOR,69265,31-May-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,05-31-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018B,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018B",GRAYS HARBOR,69065,23-May-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,05-23-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018A,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018A",GRAYS HARBOR,69064,23-May-22,-,-,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,05-23-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018A,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018A",GRAYS HARBOR,69063,23-May-22,-,-,Quality Control Sample-Field Replicate,Enterococcus,-,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,05-23-2022,Method Detection Level~10~MPN/100mL,,
WA673259,"Westhaven State Park, Half Moon Bay",GRA018C,"WESTHAVEN STATE PARK, HALF MOON BAY, GRA018C",GRAYS HARBOR,69062,23-May-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,05-23-2022,Method Detection Level~10~MPN/100mL,,
CA011231,Thornhill Broome Beach,46000,46000,VENTURA,2815386,25-Oct-22,12:13:00 PM,PST,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,CABEACH_WQX,3,Enterolert,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,34.0835,-119.0379
CA011231,Thornhill Broome Beach,46000,46000,VENTURA,2815385,25-Oct-22,12:13:00 PM,PST,Sample-Routine,Escherichia coli,-,10,MPN/100mL,-,-,-,CABEACH_WQX,18,Colilert 18 E. coli,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA011231,Thornhill Broome Beach,46000,46000,VENTURA,2815384,25-Oct-22,12:13:00 PM,PST,Sample-Routine,Total Coliform,-,10,MPN/100mL,-,-,-,CABEACH_WQX,15,Colilert 18 (Total),Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA011231,Thornhill Broome Beach,46000,46000,VENTURA,2798209,11-Oct-22,11:25:00 AM,PST,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,CABEACH_WQX,3,Enterolert,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA011231,Thornhill Broome Beach,46000,46000,VENTURA,2798208,11-Oct-22,11:25:00 AM,PST,Sample-Routine,Escherichia coli,-,10,MPN/100mL,-,-,-,CABEACH_WQX,18,Colilert 18 E. coli,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA011231,Thornhill Broome Beach,46000,46000,VENTURA,2798207,11-Oct-22,11:25:00 AM,PST,Sample-Routine,Total Coliform,-,20,MPN/100mL,-,-,-,CABEACH_WQX,15,Colilert 18 (Total),Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA011231,Thornhill Broome Beach,46000,46000,VENTURA,2795627,04-Oct-22,12:15:00 PM,PST,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,CABEACH_WQX,3,Enterolert,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA011231,Thornhill Broome Beach,46000,46000,VENTURA,2795626,04-Oct-22,12:15:00 PM,PST,Sample-Routine,Escherichia coli,-,10,MPN/100mL,-,-,-,CABEACH_WQX,18,Colilert 18 E. coli,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA011231,Thornhill Broome Beach,46000,46000,VENTURA,2795625,04-Oct-22,12:15:00 PM,PST,Sample-Routine,Total Coliform,-,10,MPN/100mL,-,-,-,CABEACH_WQX,15,Colilert 18 (Total),Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA011231,Thornhill Broome Beach,46000,46000,VENTURA,2795459,20-Sep-22,11:44:00 AM,PST,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,CABEACH_WQX,3,Enterolert,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA011231,Thornhill Broome Beach,46000,46000,VENTURA,2795458,20-Sep-22,11:44:00 AM,PST,Sample-Routine,Escherichia coli,-,10,MPN/100mL,-,-,-,CABEACH_WQX,18,Colilert 18 E. coli,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA011231,Thornhill Broome Beach,46000,46000,VENTURA,2795457,20-Sep-22,11:44:00 AM,PST,Sample-Routine,Total Coliform,-,10,MPN/100mL,-,-,-,CABEACH_WQX,15,Colilert 18 (Total),Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA011231,Thornhill Broome Beach,46000,46000,VENTURA,2795366,13-Sep-22,12:05:00 PM,PST,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,CABEACH_WQX,3,Enterolert,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA011231,Thornhill Broome Beach,46000,46000,VENTURA,2795365,13-Sep-22,12:05:00 PM,PST,Sample-Routine,Escherichia coli,-,10,MPN/100mL,-,-,-,CABEACH_WQX,18,Colilert 18 E. coli,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA011231,Thornhill Broome Beach,46000,46000,VENTURA,2795364,13-Sep-22,12:05:00 PM,PST,Sample-Routine,Total Coliform,-,30,MPN/100mL,-,-,-,CABEACH_WQX,15,Colilert 18 (Total),Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA011231,Thornhill Broome Beach,46000,46000,VENTURA,2795225,30-Aug-22,12:16:00 PM,PST,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,CABEACH_WQX,3,Enterolert,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
